,StockCode
118246,20967
118247,84751B
118248,84751B
118249,20618
118250,85163B
118251,85163B
118252,85163B
118253,85163B
118254,85163B
118255,85163B
118256,85163B
118257,85163B
118258,85163B
118259,85163B
118260,85163B
118261,85167B
118262,85167B
118263,85167B
118264,85163A
118265,85163A
118266,85163A
118267,85163A
118268,85163A
118269,85163A
118270,85163A
118271,85163A
118272,85163A
118273,85163A
118274,85163A
118275,85163B
118276,85163B
118277,85163B
118278,85163B
118279,85163B
118280,85163B
118281,85163B
118282,85163B
118283,85163B
118284,85163B
118285,85163B
118286,21361
118287,21361
118288,21361
118289,21361
118290,21361
118291,21361
118292,21361
118293,21361
118294,21361
118295,21361
118296,21361
118297,21472
118298,21472
118299,22453
118300,22454
118301,47570B
118302,47570B
118303,47570B
118304,47570B
118305,47570B
118306,47570B
118307,47570B
118308,47570B
118309,47570B
118310,15058C
118311,15058C
118312,15058C
118313,15058C
118314,15058C
118315,15058C
118316,21107
118317,22513
118318,22513
118319,84997C
118320,84997C
118321,22786
118322,22786
118323,22786
118324,22786
118325,22511
118326,22511
118327,22934
118328,22071
118329,22071
118330,21188
118331,22073
118332,22073
118333,85036A
118334,85036A
118335,21609
118336,20658
118337,21253
118338,21253
118339,21253
118340,21253
118341,22057
118342,22057
118343,22166
118344,22166
118345,22166
118346,22166
118347,22166
118348,22166
118349,22166
118350,22166
118351,22166
118352,22166
118353,22166
118354,22166
118355,22166
118356,22166
118357,22519
118358,22519
118359,22519
118360,72801d
118361,20615
118362,20615
118363,20615
118364,22513
118365,22513
118366,22513
118367,22513
118368,22513
118369,22513
118370,22524
118371,22524
118372,84872a
118373,84872a
118374,84872a
118375,84872a
118376,84872a
118377,84872a
118378,84872a
118379,84872a
118380,84872a
118381,85127
118382,85127
118383,85127
118384,85127
118385,85127
118386,85127
118387,85127
118388,85127
118389,35004C
118390,35004C
118391,35004C
118392,35004C
118393,84997C
118394,84997C
118395,22085
118396,21662
118397,21662
118398,21662
118399,21662
118400,21662
118401,21662
118402,21662
118403,21662
118404,21662
118405,21662
118406,22223
118407,22223
118408,22223
118409,22223
118410,22223
118411,22223
118412,22223
118413,22223
118414,22254
118415,22258
118416,22259
118417,22270
118418,22270
118419,22270
118420,22270
118421,22270
118422,22270
118423,22363
118424,22363
118425,22363
118426,22363
118427,22618
118428,22618
118429,22618
118430,22618
118431,22618
118432,22618
118433,22618
118434,22618
118435,22618
118436,22618
118437,22618
118438,22618
118439,22618
118440,22618
118441,22618
118442,22618
118443,22618
118444,22618
118445,22760
118446,22760
118447,22760
118448,22760
118449,22760
118450,22760
118451,22760
118452,22760
118453,22760
118454,22760
118455,22760
118456,22760
118457,22760
118458,22760
118459,22760
118460,22760
118461,22760
118462,22760
118463,22760
118464,22760
118465,22760
118466,22760
118467,22760
118468,40016
118469,40016
118470,40016
118471,40016
118472,40016
118473,40016
118474,40016
118475,46776B
118476,46776B
118477,46776B
118478,62094B
118479,62094B
118480,62094B
118481,72802A
118482,72802A
118483,72802A
118484,72802A
118485,72802A
118486,72802A
118487,72802A
118488,84828
118489,84865
118490,84865
118491,84865
118492,84865
118493,84865
118494,84865
118495,84865
118496,84865
118497,84865
118498,84865
118499,84865
118500,84865
118501,84865
118502,84865
118503,84865
118504,84931B
118505,84931B
118506,84931B
118507,84997A
118508,84997A
118509,84997A
118510,84997A
118511,84997A
118512,84997A
118513,85049F
118514,85114B
118515,85114B
118516,85232D
118517,85232D
118518,85232D
118519,85232D
118520,85232D
118521,85232D
118522,85232D
118523,85232D
118524,20846
118525,21067
118526,21195
118527,21195
118528,21195
118529,21202
118530,21202
118531,21397
118532,21397
118533,22215
118534,22215
118535,22215
118536,22215
118537,22215
118538,22215
118539,22215
118540,22932
118541,22236
118542,22236
118543,22236
118544,22236
118545,22236
118546,22236
118547,22236
118548,22236
118549,22236
118550,22236
118551,22236
118552,21682
118553,21682
118554,21682
118555,84748
118556,84748
118557,22270
118558,22270
118559,22270
118560,22270
118561,84748
118562,84748
118563,84820
118564,84820
118565,84820
118566,84820
118567,37333
118568,37333
118569,37333
118570,21579
118571,21581
118572,22929
118573,22929
118574,22929
118575,22929
118576,22929
118577,22929
118578,22929
118579,22929
118580,22929
118581,22929
118582,22929
118583,22929
118584,22929
118585,22929
118586,22929
118587,22929
118588,22929
118589,22929
118590,22929
118591,22929
118592,22929
118593,22929
118594,22929
118595,22929
118596,22929
118597,22929
118598,22929
118599,22929
118600,22929
118601,22929
118602,22929
118603,22929
118604,22929
118605,22929
118606,22929
118607,22929
118608,22929
118609,22929
118610,22929
118611,22929
118612,22929
118613,22929
118614,22929
118615,22929
118616,22929
118617,22929
118618,22929
118619,22929
118620,22929
118621,22929
118622,22929
118623,22929
118624,22929
118625,22929
118626,22929
118627,22929
118628,22929
118629,22929
118630,22929
118631,22929
118632,22929
118633,22929
118634,22929
118635,22929
118636,22760
118637,22760
118638,22760
118639,22760
118640,22760
118641,22760
118642,22760
118643,22760
118644,22760
118645,35004C
118646,35004C
118647,35004C
118648,35004C
118649,22236
118650,22236
118651,22236
118652,22236
118653,22236
118654,22236
118655,22236
118656,22236
118657,22236
118658,21424
118659,21424
118660,21424
118661,21424
118662,21424
118663,22518
118664,22518
118665,22518
118666,22519
118667,22519
118668,22519
118669,22777
118670,22777
118671,22777
118672,22777
118673,22777
118674,22777
118675,84800L
118676,22832
118677,22832
118678,22832
118679,22832
118680,22832
118681,22832
118682,22832
118683,22832
118684,22832
118685,22281
118686,22281
118687,22281
118688,22281
118689,21972
118690,48189
118691,48189
118692,48189
118693,48189
118694,48189
118695,48189
118696,48189
118697,48189
118698,48189
118699,48189
118700,48189
118701,48189
118702,48189
118703,48189
118704,48189
118705,84997c
118706,84997c
118707,84997c
118708,84997c
118709,84997c
118710,84997c
118711,84997c
118712,21424
118713,21424
118714,21424
118715,21424
118716,21424
118717,21426
118718,21426
118719,21426
118720,21427
118721,21427
118722,21427
118723,21537
118724,21537
118725,21537
118726,84709B
118727,84709B
118728,84709B
118729,84709B
118730,35004G
118731,35004G
118732,35004G
118733,35004G
118734,35004G
118735,20831
118736,21056
118737,21056
118738,21056
118739,21056
118740,21056
118741,21056
118742,21056
118743,22934
118744,22073
118745,22073
118746,22354
118747,22354
118748,47351B
118749,22808
118750,22073
118751,22073
118752,84997C
118753,84997C
118754,84997C
118755,84997A
118756,84997A
118757,84997A
118758,22894
118759,22894
118760,22894
118761,22894
118762,22894
118763,22894
118764,22894
118765,22894
118766,22655
118767,22655
118768,22655
118769,22655
118770,22655
118771,22655
118772,22655
118773,22655
118774,22655
118775,22655
118776,22655
118777,22655
118778,22655
118779,22655
118780,22655
118781,22655
118782,22655
118783,22655
118784,22655
118785,22655
118786,22655
118787,22655
118788,22655
118789,22655
118790,22655
118791,22655
118792,22655
118793,22655
118794,22655
118795,22655
118796,22655
118797,22655
118798,22655
118799,22655
118800,22655
118801,22655
118802,22655
118803,22655
118804,22655
118805,22655
118806,22655
118807,22655
118808,22655
118809,22655
118810,22655
118811,22655
118812,22655
118813,22655
118814,22655
118815,22655
118816,22655
118817,22655
118818,22655
118819,22655
118820,22655
118821,22655
118822,22655
118823,22655
118824,22655
118825,22655
118826,22655
118827,22655
118828,22655
118829,22655
118830,22655
118831,22655
118832,22655
118833,22655
118834,22655
118835,22655
118836,22655
118837,22655
118838,22655
118839,22655
118840,22655
118841,22655
118842,22655
118843,22655
118844,22655
118845,22655
118846,22655
118847,22655
118848,22655
118849,22655
118850,22655
118851,22655
118852,22655
118853,22655
118854,22655
118855,22655
118856,22655
118857,22655
118858,22655
118859,22655
118860,22655
118861,22655
118862,22655
118863,22655
118864,22655
118865,22655
118866,22655
118867,22655
118868,22655
118869,22655
118870,22655
118871,22655
118872,22655
118873,22655
118874,22655
118875,22655
118876,22655
118877,22655
118878,22655
118879,22655
118880,22655
118881,22655
118882,22655
118883,22655
118884,22655
118885,22655
118886,22655
118887,22655
118888,22655
118889,22655
118890,22655
118891,22655
118892,22655
118893,22655
118894,22655
118895,22655
118896,22655
118897,22655
118898,22655
118899,22655
118900,22655
118901,22655
118902,22655
118903,22655
118904,22655
118905,22655
118906,22655
118907,22655
118908,22655
118909,22655
118910,22655
118911,22655
118912,22655
118913,22655
118914,22655
118915,22655
118916,22655
118917,22655
118918,22655
118919,22655
118920,22655
118921,22655
118922,22655
118923,22655
118924,22655
118925,22655
118926,22655
118927,22655
118928,22655
118929,22655
118930,22655
118931,22655
118932,22655
118933,22655
118934,22655
118935,22655
118936,22655
118937,22655
118938,22655
118939,22655
118940,22655
118941,22655
118942,22655
118943,22655
118944,22655
118945,22655
118946,22655
118947,22655
118948,22655
118949,22655
118950,22655
118951,22655
118952,22655
118953,22655
118954,22655
118955,22655
118956,22655
118957,22655
118958,22655
118959,22655
118960,22655
118961,22655
118962,22655
118963,22655
118964,22655
118965,22655
118966,22655
118967,22655
118968,22655
118969,22655
118970,22655
118971,22655
118972,22655
118973,22655
118974,22655
118975,22655
118976,22655
118977,22655
118978,22655
118979,22655
118980,22655
118981,22655
118982,22655
118983,22655
118984,22655
118985,22655
118986,22655
118987,22655
118988,22655
118989,22655
118990,22655
118991,22655
118992,22655
118993,22655
118994,22655
118995,22655
118996,22655
118997,22655
118998,22655
118999,22655
119000,22655
119001,22655
119002,22655
119003,22655
119004,22655
119005,22655
119006,22655
119007,22655
119008,22655
119009,22655
119010,22655
119011,22655
119012,22655
119013,22655
119014,22655
119015,22655
119016,22655
119017,22655
119018,22655
119019,22655
119020,22655
119021,22655
119022,22655
119023,22655
119024,22655
119025,22655
119026,22655
119027,22655
119028,22655
119029,22655
119030,22655
119031,22655
119032,22655
119033,22655
119034,22655
119035,22655
119036,22655
119037,22655
119038,22655
119039,22655
119040,22655
119041,22655
119042,22655
119043,22655
119044,22655
119045,22655
119046,22655
119047,22655
119048,22655
119049,22655
119050,22655
119051,22655
119052,22655
119053,22655
119054,22655
119055,22655
119056,22655
119057,22655
119058,22655
119059,22655
119060,22770
119061,22770
119062,22770
119063,22770
119064,22770
119065,22770
119066,22770
119067,22770
119068,22770
119069,22770
119070,22770
119071,22770
119072,22770
119073,22117
119074,22353
119075,21279
119076,21609
119077,90010E
119078,90010E
119079,90010E
119080,90010E
119081,90010E
119082,90010E
119083,90010E
119084,90184B
119085,90184B
119086,90184B
119087,90184B
119088,90184B
119089,90184B
119090,90184B
119091,90184C
119092,90184C
119093,90184C
119094,90184C
119095,90184C
119096,90184C
119097,90184C
119098,22863
119099,21657
119100,21657
119101,21657
119102,21657
119103,21657
119104,21717
119105,79160
119106,85170B
119107,85170D
119108,21683
119109,22062
119110,22277
119111,20615
119112,21398
119113,21399
119114,84279B
119115,84279B
119116,22495
119117,84659A
119118,22168
119119,22168
119120,22168
119121,22168
119122,22168
119123,22168
119124,22168
119125,21399
119126,21398
119127,85019A
119128,85019A
119129,85019A
119130,21051
119131,22935
119132,22935
119133,22932
119134,21579
119135,22797
119136,22797
119137,22797
119138,22797
119139,22797
119140,22797
119141,22797
119142,22797
119143,22797
119144,22797
119145,22797
119146,22797
119147,22797
119148,22797
119149,22797
119150,47570B
119151,47570B
119152,47570B
119153,47570B
119154,47570B
119155,47570B
119156,47570B
119157,47570B
119158,47570B
119159,22785
119160,22785
119161,22785
119162,22785
119163,22785
119164,22786
119165,22786
119166,22786
119167,22786
119168,22168
119169,22168
119170,22168
119171,22168
119172,22168
119173,22168
119174,22168
119175,21579
119176,20781
119177,20781
119178,20781
119179,20781
119180,20782
119181,20782
119182,20782
119183,20782
119184,20694
119185,20694
119186,21686
119187,21686
119188,21686
119189,21686
119190,21686
119191,21686
119192,21686
119193,21686
119194,21686
119195,21686
119196,21686
119197,21686
119198,21686
119199,21686
119200,21686
119201,21686
119202,21686
119203,21686
119204,21686
119205,21686
119206,21686
119207,21686
119208,21686
119209,21686
119210,21686
119211,21686
119212,21686
119213,21686
119214,21686
119215,21686
119216,21686
119217,21686
119218,21686
119219,21686
119220,21686
119221,21686
119222,21686
119223,21686
119224,85185D
119225,85185B
119226,85197
119227,85205B
119228,20764
119229,20764
119230,20770
119231,47570B
119232,47570B
119233,47570B
119234,47570B
119235,47570B
119236,47570B
119237,47570B
119238,47570B
119239,47570B
119240,21157
119241,84638
119242,84638
119243,84638
119244,84638
119245,84638
119246,84637
119247,84637
119248,84637
119249,84637
119250,84997C
119251,84997C
119252,84997C
119253,84997A
119254,84997A
119255,84997A
119256,22353
119257,21576
119258,21580
119259,20696
119260,20696
119261,20967
119262,20967
119263,22272
119264,20936
119265,20684
119266,20684
119267,20686
119268,20686
119269,20967
119270,20967
119271,84898F
119272,21792
119273,21792
119274,21792
119275,21792
119276,21792
119277,22101
119278,22317
119279,22317
119280,22317
119281,22317
119282,22660
119283,22660
119284,22660
119285,22660
119286,22660
119287,22660
119288,22660
119289,22660
119290,22660
119291,22660
119292,22660
119293,22660
119294,22660
119295,22932
119296,22932
119297,22932
119298,35818P
119299,35818P
119300,35819B
119301,35965
119302,35965
119303,84459B
119304,84459B
119305,84527
119306,84527
119307,84527
119308,84569D
119309,84923
119310,84923
119311,84923
119312,85025B
119313,85025B
119314,85124C
119315,85124C
119316,85124C
119317,90019A
119318,90019A
119319,90019A
119320,90019A
119321,90036D
119322,90036D
119323,90036D
119324,90036D
119325,90036D
119326,90036D
119327,90115
119328,90146
119329,90146
119330,90146
119331,90146
119332,90146
119333,90146
119334,90173
119335,90173
119336,90175D
119337,90175D
119338,90175D
119339,90175D
119340,90175D
119341,90175D
119342,90175D
119343,90175D
119344,20966
119345,21316
119346,21316
119347,21316
119348,21316
119349,22827
119350,22827
119351,22827
119352,22827
119353,22827
119354,22827
119355,22827
119356,22827
119357,22827
119358,22827
119359,22827
119360,22827
119361,22827
119362,22827
119363,22827
119364,22827
119365,22827
119366,22827
119367,22827
119368,22827
119369,22827
119370,22827
119371,22827
119372,22827
119373,22827
119374,22827
119375,22827
119376,22827
119377,22827
119378,22827
119379,22827
119380,22827
119381,22827
119382,22827
119383,22827
119384,22827
119385,22827
119386,22827
119387,22827
119388,22827
119389,22827
119390,22827
119391,22827
119392,22827
119393,22827
119394,22827
119395,22827
119396,22827
119397,22827
119398,22827
119399,22827
119400,22827
119401,22827
119402,22827
119403,22827
119404,22827
119405,22827
119406,22827
119407,22827
119408,22827
119409,22827
119410,22827
119411,22827
119412,22827
119413,22827
119414,22827
119415,22827
119416,22827
119417,22827
119418,22827
119419,22827
119420,22827
119421,22827
119422,22827
119423,22827
119424,22827
119425,22827
119426,22827
119427,22827
119428,22827
119429,22827
119430,22827
119431,22827
119432,22827
119433,22827
119434,22827
119435,22827
119436,22827
119437,22827
119438,22827
119439,22827
119440,22827
119441,22827
119442,22827
119443,22827
119444,22827
119445,22827
119446,22827
119447,22827
119448,22827
119449,22827
119450,22827
119451,22827
119452,22827
119453,22827
119454,22827
119455,22827
119456,22827
119457,22827
119458,22827
119459,22827
119460,22827
119461,22827
119462,22827
119463,22827
119464,22827
119465,22827
119466,22827
119467,22827
119468,22827
119469,22827
119470,22827
119471,22827
119472,22827
119473,22827
119474,22827
119475,22827
119476,22827
119477,22827
119478,22827
119479,22827
119480,22827
119481,22827
119482,22827
119483,22827
119484,22827
119485,22827
119486,22827
119487,22827
119488,22827
119489,22827
119490,22827
119491,22827
119492,22827
119493,20767
119494,20768
119495,20769
119496,84748
119497,84748
119498,21820
119499,21820
119500,21361
119501,21361
119502,21361
119503,21361
119504,21361
119505,21361
119506,21361
119507,21361
119508,21361
119509,21361
119510,21361
119511,22281
119512,22281
119513,22281
119514,22281
119515,22270
119516,22270
119517,35004C
119518,35004C
119519,35004C
119520,35004C
119521,22863
119522,21662
119523,21662
119524,21662
119525,21662
119526,21209
119527,21209
119528,21361
119529,21361
119530,21361
119531,21361
119532,21361
119533,21361
119534,21361
119535,21361
119536,21361
119537,21361
119538,21361
119539,21361
119540,21361
119541,21361
119542,21361
119543,21361
119544,21361
119545,21361
119546,21361
119547,21361
119548,21361
119549,21361
119550,21361
119551,21682
119552,21682
119553,21682
119554,21682
119555,21682
119556,21682
119557,21682
119558,21682
119559,21851
119560,21851
119561,21851
119562,22073
119563,22073
119564,22073
119565,22073
119566,22073
119567,22073
119568,22258
119569,22341
119570,22341
119571,22399
119572,22640
119573,22640
119574,22640
119575,22788
119576,22788
119577,22788
119578,22788
119579,22788
119580,22788
119581,22788
119582,22788
119583,22788
119584,22788
119585,22788
119586,22788
119587,22788
119588,22788
119589,22788
119590,22788
119591,22788
119592,22788
119593,22797
119594,22797
119595,22797
119596,22797
119597,22797
119598,22797
119599,22797
119600,22797
119601,22797
119602,22797
119603,22797
119604,22797
119605,22797
119606,22797
119607,22797
119608,22797
119609,22797
119610,22797
119611,22797
119612,22797
119613,22797
119614,22797
119615,22797
119616,22797
119617,22797
119618,22797
119619,22797
119620,22797
119621,22797
119622,22797
119623,22797
119624,22797
119625,35911A
119626,35911A
119627,35911A
119628,35912B
119629,35912B
119630,35912B
119631,35912B
119632,35965
119633,35965
119634,84356
119635,84356
119636,84356
119637,84356
119638,84356
119639,84356
119640,84356
119641,84356
119642,84356
119643,84356
119644,84356
119645,84356
119646,84356
119647,84356
119648,84356
119649,84356
119650,84356
119651,84356
119652,85093
119653,85129D
119654,85170D
119655,85170D
119656,85170D
119657,85185B
119658,85185B
119659,85185B
119660,85185B
119661,90062
119662,90062
119663,90062
119664,90062
119665,90062
119666,90062
119667,90062
119668,90062
119669,90062
119670,90062
119671,90062
119672,90114
119673,90200D
119674,90200D
119675,90200D
119676,17012B
119677,20966
119678,21002
119679,21002
119680,21067
119681,21195
119682,21195
119683,21195
119684,21208
119685,21208
119686,18098C
119687,21904
119688,20622
119689,20618
119690,20762
119691,20762
119692,20761
119693,20761
119694,20764
119695,20764
119696,20765
119697,20765
119698,85036A
119699,85036A
119700,85036A
119701,72802B
119702,72802B
119703,72802B
119704,20932
119705,20932
119706,20931
119707,20931
119708,72803A
119709,72803A
119710,72803A
119711,85036C
119712,85036C
119713,85036C
119714,85035A
119715,85035A
119716,85035A
119717,22085
119718,20702
119719,20702
119720,20702
119721,84817
119722,22176
119723,22832
119724,22832
119725,22832
119726,22832
119727,22832
119728,22832
119729,22832
119730,22832
119731,22832
119732,22760
119733,22760
119734,22760
119735,22760
119736,22760
119737,22760
119738,22760
119739,22760
119740,22760
119741,22760
119742,22760
119743,85173
119744,22788
119745,22788
119746,22788
119747,22788
119748,22788
119749,22788
119750,22788
119751,22788
119752,15044B
119753,84313C
119754,84313C
119755,84313C
119756,22786
119757,22786
119758,22786
119759,22786
119760,22454
119761,20662
119762,20681
119763,20681
119764,20681
119765,20681
119766,20681
119767,21000
119768,21000
119769,21001
119770,21001
119771,21001
119772,21002
119773,21002
119774,21643
119775,21654
119776,21654
119777,22021
119778,22021
119779,22136
119780,22136
119781,22288
119782,22482
119783,22611
119784,22611
119785,22611
119786,22611
119787,22611
119788,22611
119789,22611
119790,22611
119791,22869
119792,22869
119793,22869
119794,22870
119795,22870
119796,22870
119797,22879
119798,22879
119799,22879
119800,22882
119801,22882
119802,22882
119803,22889
119804,22889
119805,22889
119806,22936
119807,22936
119808,22936
119809,22936
119810,22936
119811,35598D
119812,84459B
119813,84459B
119814,85016
119815,85232D
119816,85232D
119817,85232D
119818,85232D
119819,85232D
119820,85232D
119821,85232D
119822,85232D
119823,90013B
119824,90013B
119825,90013B
119826,90013C
119827,90013C
119828,90013C
119829,84592
119830,20794
119831,21586
119832,21742
119833,21742
119834,21742
119835,21742
119836,46775D
119837,46775D
119838,46775D
119839,46775D
119840,46775D
119841,46775D
119842,46775D
119843,46775D
119844,46775D
119845,46775D
119846,46775D
119847,46775D
119848,46775D
119849,46775D
119850,46775D
119851,21717
119852,20966
119853,21424
119854,21424
119855,21424
119856,21424
119857,21424
119858,21426
119859,21426
119860,21426
119861,22660
119862,22660
119863,22660
119864,22660
119865,22660
119866,22660
119867,22660
119868,22660
119869,22660
119870,22660
119871,22660
119872,84997c
119873,84997c
119874,84997c
119875,84997c
119876,84997c
119877,84997c
119878,84997c
119879,22486
119880,22486
119881,22486
119882,22486
119883,22486
119884,22486
119885,22486
119886,22486
119887,22486
119888,22486
119889,22486
119890,21157
119891,21157
119892,21157
119893,47518f
119894,47518f
119895,47518f
119896,72801d
119897,85114b
119898,85114b
119899,21578
119900,21578
119901,21578
119902,18097C
119903,22934
119904,22194
119905,22194
119906,22194
119907,22194
119908,22194
119909,22194
119910,22194
119911,22894
119912,22894
119913,22894
119914,22894
119915,22894
119916,22894
119917,22894
119918,22894
119919,22788
119920,22788
119921,22788
119922,22788
119923,22788
119924,22788
119925,22788
119926,22788
119927,21100
119928,21100
119929,21100
119930,22883
119931,22883
119932,22883
119933,72801d
119934,21056
119935,21056
119936,21056
119937,21056
119938,21056
119939,21056
119940,21056
119941,21055
119942,21055
119943,21055
119944,21055
119945,21055
119946,21055
119947,21055
119948,22363
119949,22162
119950,22176
119951,84596J
119952,84678
119953,84678
119954,84678
119955,84712B
119956,84712B
119957,84712B
119958,84712B
119959,84712B
119960,84712B
119961,84763
119962,84913B
119963,84913B
119964,84917
119965,84917
119966,84917
119967,84923
119968,84923
119969,84923
119970,85035B
119971,85035B
119972,85035B
119973,85035B
119974,85035B
119975,85035B
119976,85035B
119977,90198B
119978,90198B
119979,90198B
119980,90200B
119981,90200B
119982,90200B
119983,90200D
119984,90200D
119985,90200D
119986,16207A
119987,16207A
119988,20802
119989,20802
119990,20830
119991,20830
119992,20830
119993,21002
119994,21002
119995,21125
119996,21294
119997,21361
119998,21361
119999,21361
120000,21361
120001,21361
120002,21361
120003,21361
120004,21361
120005,21361
120006,21361
120007,21361
120008,21361
120009,21361
120010,21361
120011,21361
120012,21361
120013,21361
120014,21361
120015,21361
120016,21361
120017,21361
120018,21361
120019,21361
120020,21417
120021,21417
120022,21417
120023,21850
120024,21850
120025,21850
120026,21851
120027,21851
120028,21851
120029,22067
120030,22067
120031,22106
120032,22106
120033,22106
120034,22136
120035,22136
120036,22214
120037,22214
120038,22214
120039,22259
120040,22471
120041,22471
120042,22471
120043,22471
120044,22471
120045,22471
120046,22471
120047,22471
120048,22471
120049,22582
120050,22582
120051,22582
120052,22869
120053,22869
120054,22869
120055,22884
120056,22884
120057,22884
120058,22888
120059,22888
120060,22888
120061,22889
120062,22889
120063,22889
120064,35924
120065,35924
120066,35924
120067,37333
120068,37333
120069,37333
120070,37333
120071,37333
120072,37333
120073,37333
120074,37333
120075,37333
120076,46776A
120077,46776A
120078,46776A
120079,46776B
120080,46776B
120081,46776B
120082,46776F
120083,46776F
120084,46776F
120085,84596E
120086,22911
120087,22085
120088,84997C
120089,84997C
120090,84997C
120091,21845
120092,21361
120093,21361
120094,21361
120095,21361
120096,21361
120097,21361
120098,21361
120099,21361
120100,21361
120101,21361
120102,21361
120103,84881
120104,84881
120105,84881
120106,84881
120107,84881
120108,22770
120109,22770
120110,22770
120111,22770
120112,22770
120113,22770
120114,22770
120115,22770
120116,22770
120117,22770
120118,22770
120119,22770
120120,22770
120121,84927D
120122,72800C
120123,21662
120124,21662
120125,21662
120126,21662
120127,84968C
120128,84968C
120129,84968C
120130,84968C
120131,84968C
120132,84968C
120133,84968C
120134,84968C
120135,84968C
120136,84968C
120137,84968C
120138,84968E
120139,84968E
120140,84968E
120141,84968E
120142,84968E
120143,84968E
120144,84968E
120145,84968E
120146,84968E
120147,84968E
120148,84968E
120149,22073
120150,22073
120151,21054
120152,21054
120153,21054
120154,21054
120155,21054
120156,21054
120157,21054
120158,21462
120159,21462
120160,21462
120161,21462
120162,21462
120163,47585A
120164,47585A
120165,84997A
120166,84997A
120167,84997A
120168,84997C
120169,84997C
120170,84997C
120171,22911
120172,84997A
120173,84997A
120174,84997A
120175,84997C
120176,84997C
120177,84997C
120178,17012C
120179,20716
120180,20803
120181,20803
120182,20998
120183,20998
120184,21002
120185,21002
120186,21069
120187,21220
120188,21284
120189,21284
120190,21826
120191,22408
120192,22458
120193,22458
120194,22458
120195,22459
120196,22459
120197,22459
120198,22777
120199,22777
120200,22777
120201,22777
120202,22777
120203,22777
120204,22777
120205,22777
120206,22777
120207,22777
120208,22777
120209,22777
120210,22777
120211,22777
120212,22777
120213,22808
120214,22808
120215,22808
120216,22808
120217,22870
120218,22870
120219,22870
120220,22872
120221,22872
120222,22872
120223,22913
120224,22913
120225,22913
120226,22913
120227,22913
120228,22913
120229,22913
120230,22913
120231,22913
120232,35921
120233,35921
120234,35921
120235,47367B
120236,47367B
120237,72799E
120238,72799E
120239,72799F
120240,72799F
120241,72812
120242,72812
120243,72812
120244,84509E
120245,84509E
120246,84509E
120247,84509E
120248,84509E
120249,84509E
120250,84510E
120251,84563B
120252,84563B
120253,84563B
120254,84563B
120255,84563B
120256,84563B
120257,84563B
120258,84563B
120259,84563B
120260,84563B
120261,84581
120262,84581
120263,84581
120264,84683
120265,84849B
120266,84849B
120267,90114
120268,90115
120269,90200A
120270,90200A
120271,90200A
120272,90200C
120273,90200C
120274,90200C
120275,90200D
120276,90200D
120277,90200D
120278,20748
120279,20748
120280,20748
120281,20748
120282,20748
120283,20748
120284,20748
120285,20748
120286,20748
120287,20748
120288,20748
120289,20748
120290,20748
120291,20748
120292,20748
120293,20748
120294,20748
120295,20748
120296,20748
120297,20748
120298,20748
120299,20748
120300,20748
120301,72801d
120302,85114a
120303,85114a
120304,22136
120305,22136
120306,22524
120307,22524
120308,72801c
120309,72801d
120310,22276
120311,90202B
120312,90202C
120313,22863
120314,90174
120315,84659A
120316,90200B
120317,90200B
120318,90200B
120319,90039C
120320,90039C
120321,90161D
120322,90161D
120323,90161D
120324,90161A
120325,90161A
120326,90161A
120327,90161C
120328,90161C
120329,90161C
120330,90161B
120331,90161B
120332,90161B
120333,90198A
120334,90198A
120335,90198A
120336,90200D
120337,90200D
120338,90200D
120339,90200C
120340,90200C
120341,90200C
120342,90200A
120343,90200A
120344,90200A
120345,90120C
120346,90120C
120347,90120C
120348,90120B
120349,90120B
120350,90120B
120351,90122C
120352,90122C
120353,90122C
120354,90122B
120355,90122B
120356,90122B
120357,90122A
120358,90122A
120359,90122A
120360,90120D
120361,90120D
120362,90120D
120363,90198B
120364,90198B
120365,90198B
120366,47570B
120367,47570B
120368,47570B
120369,47570B
120370,47570B
120371,47570B
120372,47570B
120373,47570B
120374,47570B
120375,22935
120376,22935
120377,90184B
120378,90184B
120379,90184B
120380,90184B
120381,90184B
120382,90184B
120383,90184B
120384,90070
120385,90070
120386,90070
120387,90070
120388,90160A
120389,90160A
120390,90160A
120391,90160A
120392,90160A
120393,90010B
120394,90010B
120395,90010B
120396,90010B
120397,90010B
120398,90010B
120399,90010B
120400,90010A
120401,90010A
120402,90010A
120403,90010A
120404,90010A
120405,90010A
120406,90010A
120407,90123A
120408,90123A
120409,90123A
120410,90123A
120411,35004C
120412,35004C
120413,35004C
120414,35004C
120415,21638
120416,84356
120417,84356
120418,84356
120419,84356
120420,84356
120421,22472
120422,22472
120423,22472
120424,75172
120425,75172
120426,85020
120427,90141A
120428,90141A
120429,90141A
120430,90141A
120431,18094C
120432,20768
120433,20768
120434,20768
120435,20771
120436,20771
120437,20771
120438,21192
120439,21192
120440,21294
120441,21662
120442,21662
120443,21662
120444,21662
120445,21662
120446,21662
120447,21662
120448,21662
120449,21662
120450,21662
120451,21741
120452,21741
120453,21741
120454,21741
120455,22215
120456,22215
120457,22215
120458,22215
120459,22215
120460,22215
120461,22215
120462,22215
120463,22215
120464,22215
120465,22215
120466,22215
120467,22215
120468,22215
120469,22215
120470,22281
120471,22281
120472,22281
120473,22281
120474,22281
120475,22281
120476,22281
120477,22281
120478,22281
120479,22281
120480,22281
120481,22341
120482,22341
120483,22882
120484,22882
120485,22882
120486,22887
120487,22887
120488,22887
120489,22889
